Date,jpm_hist_vol_10,jpm_hist_vol_30,jpm_hist_vol_50,jpm_hist_vol_100,jpm_adj_close,jpm_volume,bac_adj_close,bac_volume,msft_adj_close,msft_volume,jnj_adj_close,jnj_volume,spx_adj_close,spx_volume,fnma_adj_close,fnma_volume,ust_adj_close,FEDL01,CPI,UE,CCI,GDP,citi_adj_close,citi_volume,ms_adj_close,ms_volume,ry_adj_close,ry_volume,wfc_adj_close,wfc_volume,jpm_10d_ma,jpm_20d_ma,jpm_30d_ma,jpm_rsi,bac_10d_ma,bac_20d_ma,bac_30d_ma,bac_rsi,ms_10d_ma,ms_20d_ma,ms_30d_ma,ms_rsi,ry_10d_ma,ry_20d_ma,ry_30d_ma,ry_rsi,wfc_10d_ma,wfc_20d_ma,wfc_30d_ma,wfc_rsi,citi_10d_ma,citi_20d_ma,citi_30d_ma,citi_rsi
7/20/2023,11.463,17.111,17.751,27.155,156.15,9935907,31.69,42128768,359.49,64872705,159.06,6332509,4554.98,581421430,0.4385,733100,3.7853,5.08,3,3.6,110.1,2.1,47.41,17647221,93.8,9541752,130.17,13798737,47.13,18927160,156.715,155.4875,152.978,56.70454545,31.954,31.4325,30.57233333,58.18540434,92.658,90.222,88.253,86.44859813,130.509,128.7045,126.363,63.82322713,46.031,44.983,43.94366667,72.58278146,47.303,45.962,44.495,72.81105991
7/19/2023,11.268,17.007,17.692,27.122,154.25,12510000,31.53,70619789,345.73,20363927,159.07,5488030,4522.79,597991644,0.441,983295,3.8068,5.08,3,3.6,110.1,2.1,47.52,15789133,93.16,12004302,129.66,11027918,46.26,18932692,156.6,155.6905,153.181,45.31878231,31.988,31.5445,30.65533333,52.69709544,93.042,90.5805,88.51633333,78.28709288,130.508,129.0165,126.5856667,60.64453125,46.147,45.185,44.101,61.61879896,47.424,46.206,44.7,70
7/18/2023,14.875,17.014,17.689,27.15,153.66,13491725,30.7,98253845,345.24,28352729,159.87,5362237,4505.42,581152125,0.44,1407512,3.8322,5.08,3,3.6,110.1,2.1,47.02,24684951,91.94,21633927,129.07,5575001,45.6,24188946,156.248,155.832,153.3443333,40.94626168,31.896,31.5825,30.70633333,38.29365079,93.142,90.8695,88.72933333,66.06741573,130.342,129.268,126.7993333,54.07554672,46.136,45.3285,44.221,53.48837209,47.419,46.3965,44.87666667,60.38394415
7/17/2023,18.391,17.471,18.115,27.173,153.38,17262394,29.4,49477157,342.66,20567159,158.81,6401743,4510.04,644785305,0.443,683017,3.7634,5.08,3,3.6,110.1,2.1,46.26,18525803,86.37,7911753,128,6635338,44.74,25175572,155.79,155.7625,153.5383333,42.07683073,31.636,31.506,30.72766667,33.50694444,92.623,90.8215,88.79566667,41.46685472,130.111,129.3245,126.9986667,51.41776938,45.994,45.3785,44.31633333,49.34445769,47.279,46.5045,45.04133333,54.31711146
7/14/2023,14.739,17.157,17.812,26.951,149.77,27028429,29.11,58720333,337.2,29995262,158.08,6940442,4472.16,570808301,0.44,1953463,3.8573,5.08,3,3.6,110.1,2.1,45.75,38634533,85.78,7732694,127.42,7106103,43.56,30897627,155.076,155.5285,153.629,33.5005015,31.357,31.397,30.748,30.63973064,92.044,90.7255,88.881,38.34951456,129.837,129.317,127.212,44.84088717,45.736,45.37,44.394,41.42394822,47.113,46.5635,45.19166667,46.39498433
7/13/2023,15.793,17.437,18.577,27.115,148.87,11234925,29.67,39588951,332.47,26698218,158.63,6606956,4439.26,617756573,0.444,2798730,3.97,5.08,3,3.6,110.1,2.1,47.68,26210660,86.21,6026483,126.08,6454239,43.71,18034790,154.361,155.294,153.6836667,33.58471594,31.129,31.3335,30.783,37.89808917,91.39,90.654,88.97333333,39.40013633,129.393,129.236,127.3273333,32.95346629,45.53,45.372,44.47,42.58271078,47.093,46.7305,45.41166667,58.34348356
7/12/2023,22.674,18.071,18.998,27.109,148.15,11323228,29.36,41855487,331.83,32791449,159.51,5739364,4409.53,639449189,0.435,1467462,3.9938,5.07,3,3.6,110.1,2.1,47.38,17960464,85.77,8602310,125.84,5870342,43.26,13998344,153.4,155.012,153.7096667,26.02230483,30.824,31.2585,30.81333333,31.65584416,90.613,90.5645,89.05266667,30.83765752,128.976,129.154,127.5133333,24.81977343,45.212,45.349,44.525,36.69923996,47.082,46.8775,45.62166667,52
7/11/2023,23.543,18.061,19.542,27.197,147.42,11265592,29.02,40978715,337.22,21214824,159.25,7022226,4398.95,624424831,0.4373,1608304,4.0616,5.08,3,3.6,110.1,2.1,46.53,14132371,84.96,11057708,125.27,3669908,42.74,15402345,152.46,154.589,153.7443333,21.93823216,30.511,31.146,30.83266667,25.65359477,89.667,90.389,89.11866667,25.87719298,128.297,129.0435,127.6986667,24.44219067,44.938,45.262,44.56633333,31.57327586,47.026,46.946,45.80533333,42.9463171
7/10/2023,23.052,17.74,19.335,27.09,145.15,9100060,28.66,36086003,341.27,28195534,161.6,6333687,4411.59,596207157,0.442,1293130,4.0291,5.08,3,3.6,110.1,2.1,45.67,14307630,83.4,6141199,125.52,4955841,42.32,16675756,151.175,154.0085,153.6,20.6,30.112,30.985,30.81633333,24.60815047,88.54,90.105,89.09033333,23.17793828,127.746,128.907,127.8413333,26.70682731,44.528,45.125,44.56066667,30.26859504,46.827,46.938,45.92533333,39.90719258
7/7/2023,23.072,17.711,19.513,27.085,144.34,8981456,28.53,34287956,338.15,18172378,162.81,7225523,4446.82,336170315,0.4375,862849,3.9315,5.08,3,3.6,110.1,2.1,45.74,13160730,83.36,8217718,125.51,5019796,42.77,13506536,150.114,153.4245,153.4456667,20.68273092,29.767,30.8465,30.797,23.52941176,87.475,89.8335,89.03933333,16.67849539,127.254,128.7975,127.965,23.93340271,44.209,45.021,44.56966667,34.63114754,46.696,46.9395,46.04166667,36.98296837
7/6/2023,23.488,17.941,19.943,27.111,143.21,9714100,28.28,52162501,337.99,12508692,163.35,4033713,4455.59,772964875,0.4361,406336,3.8545,5.08,3,3.6,110.1,2.1,45.38,17435591,83.33,8551212,126.93,5201753,42.89,14981509,148.82,152.7675,153.265,12.32522009,29.426,30.69,30.76366667,16.96,86.428,89.543,88.95733333,11.70292573,126.93,128.7195,128.113,35.36121673,43.785,44.908,44.58366667,30.72747014,46.493,46.898,46.139,37.11843712
7/5/2023,25.628,17.975,20.48,27.069,144.64,8935519,29.08,37491978,340.54,26832756,165.52,7580141,4450.38,556987636,0.44,824993,3.8367,5.08,3,3.6,110.1,2.1,46.8,11856230,85.92,6735040,126.72,2093036,43.48,15723583,147.859,152.2295,153.08,19.24242424,29.181,30.5845,30.75666667,27.39322533,85.704,89.373,88.955,21.74202128,126.636,128.572,128.223,19.23963134,43.507,44.827,44.62566667,38.68778281,46.421,46.9225,46.27766667,48.42562432
7/3/2023,24.056,17.631,20.211,27.1,146.61,8021622,29.2,30995831,335.05,16997042,164.1,4547514,4396.44,596763176,0.4313,1808868,3.8383,5.07,4,3.7,102.5,2.2,46.74,10159901,86.41,5839318,126.59,4740444,43.4,9249140,147.154,151.701,152.9393333,22.3409422,29.031,30.4635,30.732,23.08892356,85.151,89.1465,88.96333333,22.97120419,126.388,128.365,128.308,21.46529563,43.287,44.7115,44.648,31.07769424,46.393,46.906,46.39533333,44.71264368
6/30/2023,24.225,17.563,20.15,27.096,145.44,14212816,28.69,50478950,335.85,20259523,162.96,6780435,4376.86,610540624,0.4312,1201921,3.7078,5.07,4,3.7,102.5,2.2,46.04,15228242,85.4,6191660,125.51,3526529,42.68,20062199,146.36,151.075,152.6283333,24.585783,28.96,30.298,30.65733333,23.68,85.054,88.8385,88.899,22.45681382,126.139,128.125,128.2626667,20.21791768,43.081,44.5375,44.61266667,30.09708738,46.371,46.825,46.46,44.25483504
