Date,jpm_hist_vol_10,jpm_hist_vol_30,jpm_hist_vol_50,jpm_hist_vol_100,jpm_adj_close,jpm_volume,bac_adj_close,bac_volume,msft_adj_close,msft_volume,jnj_adj_close,jnj_volume,spx_adj_close,spx_volume,fnma_adj_close,fnma_volume,ust_adj_close,FEDL01,CPI,UE,CCI,GDP,citi_adj_close,citi_volume,ms_adj_close,ms_volume,ry_adj_close,ry_volume,wfc_adj_close,wfc_volume,jpm_10d_ma,jpm_20d_ma,jpm_30d_ma,jpm_rsi,bac_10d_ma,bac_20d_ma,bac_30d_ma,bac_rsi,ms_10d_ma,ms_20d_ma,ms_30d_ma,ms_rsi,ry_10d_ma,ry_20d_ma,ry_30d_ma,ry_rsi,wfc_10d_ma,wfc_20d_ma,wfc_30d_ma,wfc_rsi,citi_10d_ma,citi_20d_ma,citi_30d_ma,citi_rsi
12/22/2017,16.856,17.808,16.671,15.462,107.45,14573385,29.88,54202956,85.52,23674931,141.16,6289782,2679.25,556473457,2.735,1860517,2.497,1.42,2.2,4.2,128.6,3.2,75.49,12006574,52.72,6153843,102.32,2833511,61.55,11653242,107.831,110.0595,111.5973333,24.8434238,29.905,30.56,30.98833333,26.05633803,52.653,54.03,54.75533333,30.49792531,102.698,103.916,104.7173333,26.19469027,61.537,62.504,62.968,42.17462932,74.905,75.991,76.672,37.76435045
12/21/2017,16.796,17.739,16.638,15.496,107.83,12323670,29.82,72953163,85.83,23524787,141.78,6580136,2681.47,608529175,2.75,1658535,2.4644,1.42,2.2,4.2,128.6,3.2,75.82,14085694,52.88,11350613,101.92,10124914,61.61,22130653,107.764,109.7405,111.4546667,24.68619247,29.875,30.455,30.94233333,25.96491228,52.652,53.8285,54.707,24.88789238,102.501,103.698,104.604,25.17006803,61.494,62.36,63.11233333,42.26973684,75.034,75.8545,76.70533333,42.36526946
12/20/2017,15.976,17.343,16.528,15.318,106.14,13091473,29.48,81271224,86.38,22283752,141.8,5833232,2690.16,1655377044,2.76,5906932,2.3942,1.42,2.2,4.2,128.6,3.2,74.66,17643967,52.51,6435059,101.46,4013774,60.14,16544502,107.544,109.331,111.366,25.05307856,29.79,30.332,30.91633333,27.81954887,52.592,53.586,54.70566667,28.3887468,102.352,103.4825,104.471,25.47332186,61.233,62.1305,63.17833333,29.76022567,74.959,75.658,76.75166667,43.1402439
12/19/2017,15.925,17.763,16.519,15.42,106.51,12149937,29.45,67984139,86.85,53936687,142.46,12516980,2675.81,529123907,2.7,2524866,2.353,1.41,2.2,4.2,128.6,3.2,74.7,17655055,52.93,7630623,102.11,4210600,60.36,17062716,107.291,109.006,111.107,29.67391304,29.716,30.2185,30.833,28.68217054,52.572,53.3595,54.62066667,37.68472906,102.298,103.325,104.37,28.19237148,61.036,61.9375,63.05466667,30.83333333,74.878,75.478,76.67433333,42.70353303
12/18/2017,16.409,18.955,16.504,15.406,106.96,12713148,29.48,70548609,84.69,19305961,141.65,5337934,2652.01,551154908,2.69,3211215,2.3493,1.41,2.2,4.2,128.6,3.2,75.67,16449299,53.24,8442956,102.05,4659961,60.92,19970907,107.181,108.691,110.7766667,37.63313609,29.684,30.1185,30.73233333,33.0472103,52.663,53.2295,54.48033333,49.19786096,102.243,103.1695,104.2476667,26.09427609,60.972,61.786,62.90166667,40.28985507,74.986,75.392,76.55666667,52.5210084
12/15/2017,17.214,19.029,16.538,15.391,106.14,29350598,29.04,129859355,85.35,22062679,142.89,6118375,2662.85,553661426,2.7177,1923876,2.3422,1.17,2.2,4.2,128.6,3.2,74.77,37121111,53.1,12708046,101.83,2684687,59.87,36467523,107,108.3485,110.459,36.46788991,29.598,30.0115,30.63366667,29.38931298,52.754,53.117,54.36533333,53.0259366,102.204,103.007,104.1246667,30.03875969,60.85,61.5855,62.70466667,35.96377749,75.027,75.257,76.433,51.65289256
12/14/2017,19.224,18.652,16.306,15.279,104.66,13034232,28.73,60615822,85.58,23924105,142.6,8016720,2664.11,510556601,2.72,2263344,2.4011,1.17,2.2,4.2,128.6,3.2,73.92,24778469,52.64,8190057,102.47,3736349,59.22,14730970,106.772,107.968,110.1106667,31.67330677,29.519,29.886,30.52866667,20.58823529,52.771,53.019,54.23333333,43.66576819,102.206,102.88,104.0066667,45.0617284,60.705,61.4215,62.50266667,26.98826597,74.978,75.0975,76.27633333,39.69571231
12/13/2017,18.636,18.504,16.203,15.302,105.51,15020293,28.84,79980564,85.23,22857854,141.14,4358620,2659.99,490109100,2.7377,3027124,2.3886,1.16,2.2,4.2,128.6,3.2,75.14,20231575,53.18,10568359,101.99,3232653,59.4,18227043,106.544,107.61,109.7543333,32.67909715,29.423,29.7685,30.414,24.9070632,52.824,52.922,54.091,50.59101655,102.12,102.7375,103.8276667,43.45238095,60.515,61.264,62.28866667,30.28263795,74.984,75.0125,76.11566667,47.78443114
12/12/2017,16.904,17.978,16.096,15.328,106.85,15508840,29.32,76017169,84.16,24489106,140.59,5101341,2651.5,526053637,2.79,4530781,2.376,1.16,2.2,4.2,128.6,3.2,76.15,18381856,53.85,8151959,101.3,3393060,60.33,25040438,106.507,107.4105,109.4386667,44.26540284,29.382,29.7015,30.318,41.36690647,52.952,52.9045,53.966,68.53658537,102.011,102.587,103.6026667,38.55633803,60.453,61.13,62.102,41.8972332,75.11,75.042,75.98466667,59.24170616
12/11/2017,19.655,17.969,15.956,15.247,105.62,10591228,28.94,54001895,82.49,23184547,140.01,4713177,2636.98,531557561,2.87,10428244,2.3634,1.16,2.2,4.2,128.6,3.2,75.85,10461659,52.77,6316908,100.94,3174732,58.87,15876592,106.367,107.179,109.1026667,40.01713796,29.298,29.621,30.213,34.31372549,52.982,52.8465,53.83133333,55.75396825,101.839,102.397,103.3766667,38.69257951,60.227,60.9175,61.876,37.06293706,75.217,75.052,75.865,58.75440658
12/8/2017,24.642,17.984,16.154,15.251,105.93,13506869,29.05,60991334,82.78,26162054,141.06,5591702,2629.27,633406079,2.96,3256989,2.3385,1.16,2.2,4.2,128.6,3.2,75.71,12460938,52.89,6488884,101.31,3177839,59.31,22017053,106.215,107.023,108.778,45.39653601,29.215,29.56,30.11166667,41.57706093,52.999,52.826,53.68633333,54.30327869,101.738,102.218,103.19,40.17241379,60.003,60.77,61.67033333,42.09302326,75.239,75.072,75.74033333,57.55813953
12/7/2017,25.405,17.655,15.971,15.147,104.62,13371781,28.78,80706146,81.59,26152261,139.67,6745335,2629.57,724762684,2.9723,1623995,2.3509,1.16,2.2,4.2,128.6,3.2,74.98,19173389,52.35,8765625,101.16,3489963,59.36,32990684,105.894,106.829,108.4583333,36.13298338,29.111,29.493,30.007,31.65467626,52.946,52.799,53.53433333,47.13740458,101.662,102.0815,103.0193333,34.77477477,59.778,60.636,61.49933333,37.90523691,75.155,75.0945,75.62133333,49.42263279
12/6/2017,25.442,17.704,15.93,15.13,104.93,15476226,28.64,74593807,81.08,39094880,139.01,5916688,2639.44,670644223,2.97,2732101,2.3723,1.16,2.2,4.2,128.6,3.2,75.44,16612465,51.69,7701648,100.85,5630804,58.57,26758332,105.773,106.6585,108.145,39.74932856,29.027,29.4085,29.897,30.87719298,52.864,52.728,53.34533333,42.43986254,101.601,101.9765,102.8553333,35.74074074,59.621,60.427,61.294,35.93380615,75.233,75.096,75.51633333,53.07950728
12/5/2017,24.712,17.493,16.076,15.082,105.72,17193948,28.93,91349782,84.26,29532132,139.98,5990487,2642.22,1041514129,2.89,3458030,2.3615,1.16,2.2,4.2,128.6,3.2,76.54,16045934,52.01,7959697,101.38,4439198,58.55,39754878,105.694,106.4925,107.902,44.47278912,28.975,29.3455,29.804,36.24595469,52.772,52.672,53.16366667,46.19205298,101.528,101.913,102.726,38.69257951,59.44,60.238,61.105,34.45783133,75.417,75.1475,75.45766667,58.87096774
12/4/2017,22.619,17.498,15.822,15.035,106.95,23576608,29.06,145661692,84.17,33054647,139.33,8941892,2647.58,653621701,3.02,6645594,2.4097,1.07,2.2,4.2,128.6,3.2,77.1,23151442,52.68,10640132,100.45,4342102,57.39,28720384,105.693,106.437,107.6916667,48.00955414,28.933,29.3085,29.72333333,36.85897436,52.716,52.6895,53.05833333,49.69040248,101.368,101.8055,102.569,35.04,59.087,60.0295,60.88633333,26.99115044,75.56,75.273,75.448,58.2395087
12/1/2017,21.478,16.634,15.423,14.811,104.79,19683510,28.1,137774781,83.34,27381109,139.81,5851449,2626.07,542768349,2.96,8264459,2.3882,1.16,2,4.2,126.2,3.2,75.51,18269756,51.95,10014020,101,2059362,56.2,31242412,105.558,106.279,107.4183333,39.40027894,28.839,29.2185,29.62066667,28.60696517,52.601,52.6775,52.945,43.38549075,101.285,101.7445,102.433,42.8125,58.72,59.785,60.63033333,23.40216323,75.634,75.3305,75.38266667,48.59474161
11/30/2017,22.128,17.042,15.451,14.833,104.52,23945890,28.17,122131900,84.88,21925959,140.02,5052825,2627.04,481797342,2.74,3794823,2.3277,1.16,2,4.2,126.2,3.2,75.5,23179633,51.61,12158198,101.06,1940561,56.47,30984403,105.544,106.158,107.16,43.73065015,28.783,29.151,29.51833333,32.53333333,52.498,52.6345,52.84533333,43.57142857,101.144,101.675,102.3013333,46.66666667,58.445,59.575,60.42933333,29.54292085,75.792,75.385,75.329,54.25101215
11/29/2017,22.208,16.961,15.407,14.815,103.73,21105546,28.28,119728368,83.87,18265242,138.1,3933071,2601.42,204379833,2.7,2625639,2.3277,1.16,2,4.2,126.2,3.2,75.04,21876367,51.32,9441147,101.02,790195,56.68,29631806,105.366,105.955,106.862,39.5802099,28.727,29.075,29.42133333,34.72584856,52.312,52.568,52.71866667,38.28238719,101.047,101.5835,102.174,39.88868275,58.173,59.344,60.23366667,29.46428571,75.782,75.383,75.269,51.65048544
11/28/2017,19.897,15.661,14.632,14.392,101.36,16772956,27.64,99765018,83.26,7425603,138.01,2606832,2602.42,421544127,2.7,1050749,2.3418,1.16,2,4.2,126.2,3.2,73.7,18048317,50.4,9001202,101.33,3316833,55.57,25685169,104.817,105.662,106.546,31.65137615,28.559,28.9705,29.32066667,29.27927928,51.967,52.4595,52.592,31.01604278,101.05,101.5305,102.0746667,43.61702128,57.697,59.075,59.98566667,21.87171399,75.537,75.3235,75.207,40.76850984
11/27/2017,9.158,11.841,12.637,13.357,97.93,13076207,26.59,44828641,83.11,20553089,137.29,3917467,2597.08,505692205,2.75,1960234,2.3187,1.16,2,4.2,126.2,3.2,71.39,12615197,49,5025564,100.92,2250507,53.95,11066809,104.048,105.2075,106.1353333,27.02853945,28.324,28.811,29.18866667,25.74257426,51.59,52.286,52.42766667,26.54462243,101.048,101.4435,101.9473333,42.19554031,57.205,58.716,59.68,20.63492063,75.091,75.154,75.065,36.00993377
11/24/2017,8.969,13.247,12.928,13.358,98.32,3680043,26.59,14273573,83.72,21237454,138.34,5660581,2599.03,466385454,2.76,3318751,2.3559,1.16,2,4.2,126.2,3.2,72.02,4676099,49.06,2692946,101.01,3032647,54.09,5386489,103.287,104.751,105.7776667,31.10846246,28.078,28.6465,29.066,27.42616034,51.207,52.103,52.28633333,28.53717026,101.018,101.378,101.818,36.17424242,56.683,58.343,59.40766667,23.19749216,74.722,74.9805,74.95533333,41.98988196
11/22/2017,8.726,13.205,12.945,13.357,98.64,7342248,26.66,38103201,82.53,16314978,137.93,4266264,2582.14,589985854,2.7,3867923,2.3666,1.16,2,4.2,126.2,3.2,72.26,9146179,49.09,3785942,100.89,1885698,54.06,11421659,102.689,104.2915,105.449,28.86153846,27.866,28.4885,28.95066667,26.80851064,50.881,51.9135,52.15966667,23.88250319,100.991,101.3265,101.718,38.82113821,56.153,57.9655,59.14166667,21.65605096,74.45,74.8025,74.87966667,36.76470588
11/21/2017,8.424,13.479,12.928,13.432,98.93,13389407,26.73,57749094,82.4,22078993,138,4247381,2578.85,498027320,2.78,3031121,2.3435,1.16,2,4.2,126.2,3.2,72.38,9632060,49.38,6036970,100.54,2244277,54.52,13757036,102.089,103.931,105.1353333,23.94736842,27.675,28.351,28.83066667,19.81351981,50.65,51.757,52.03533333,20,100.96,101.2805,101.6376667,41.70305677,55.748,57.6845,58.86733333,17.54189944,74.144,74.6885,74.77866667,31.13113113
11/20/2017,10.874,13.518,12.918,13.621,99.01,9483200,26.74,46328828,83.2,20962750,138.87,4193806,2585.64,522600468,2.81,4457842,2.3753,1.16,2,4.2,126.2,3.2,72.05,10000030,49.11,4574628,99.92,2003356,54.05,16943059,101.418,103.556,104.801,26.47686833,27.456,28.2155,28.71566667,21.93877551,50.36,51.566,51.90133333,22.43975904,100.814,101.171,101.5466667,39.46280992,55.298,57.369,58.59133333,19.72361809,73.695,74.556,74.66333333,31.03792415
11/17/2017,14.223,13.447,13.04,13.561,98.14,9017866,26.62,48420719,82.98,19383102,139.1,4811462,2564.62,534119191,2.93,2939756,2.3222,1.16,2,4.2,126.2,3.2,71.33,11812986,48.7,4992616,99.94,2466141,54.15,15814821,100.537,103.115,104.4703333,23.34017796,27.212,28.0725,28.60966667,19.08396947,49.962,51.339,51.78033333,19.76911977,100.763,101.0655,101.458,34.74387528,54.974,57.0305,58.34433333,16.14173228,73.118,74.339,74.55466667,29.33962264
11/16/2017,14.334,13.512,13.348,13.731,98.47,9808033,26.76,54565191,84.05,18801280,139.49,4078239,2578.87,509487496,2.94,1725758,2.3717,1.16,2,4.2,126.2,3.2,71.67,12415631,48.6,7788965,100.04,2234876,54.6,26361825,99.905,102.7315,104.1543333,27.43947175,27.078,27.9585,28.505,23.42105263,49.627,51.114,51.66066667,21.10939908,100.667,100.976,101.3853333,37.38738739,54.814,56.767,58.128,20.32418953,72.734,74.184,74.465,33.79040157
11/15/2017,13.902,13.509,13.37,14.068,98.19,15384080,26.79,98274925,83.93,14196896,139.76,4322275,2584.84,514540524,2.91,2406522,2.4055,1.16,2,4.2,126.2,3.2,71.73,17541796,48.1,9749632,99.84,2741577,53.75,18238575,99.272,102.408,103.8626667,25.22058824,26.94,27.8615,28.414,24.93224932,49.276,50.887,51.515,21.64296998,100.545,100.8445,101.2983333,38.33718245,54.542,56.4935,57.89733333,20.17326733,72.357,74.0745,74.37566667,31.09072375
11/14/2017,13.097,13.405,14.011,14.065,97.27,11043772,26.24,61596789,83.87,19397793,139.56,4240786,2582.3,534229752,2.97,1422284,2.3984,1.16,2,4.2,126.2,3.2,71.53,13188856,48.38,5968532,100.69,2259676,54.04,20830063,98.626,101.996,103.512,19.22796795,26.736,27.7315,28.29533333,15.94936709,48.982,50.647,51.37266667,21.14467409,100.512,100.7795,101.2263333,42.58064516,54.278,56.2255,57.65533333,22.99401198,72.006,73.894,74.25733333,21.88552189
11/13/2017,13.564,13.645,13.943,14.026,97.86,9303072,26.4,55902185,84.09,21178356,140.35,3517130,2584.62,509991842,2.94,2212001,2.3416,1.16,2,4.2,126.2,3.2,71.99,13500569,48.63,5730407,101.06,1953951,53.72,13447019,98.276,101.5465,103.2,15.27883881,26.612,27.5855,28.18433333,16.58291457,48.805,50.386,51.24133333,15.50255537,100.485,100.7675,101.182,57.45721271,54.093,55.895,57.41433333,25.56591212,71.835,73.686,74.16066667,20.99886493
11/10/2017,13.13,13.693,15.165,14.029,97.51,9314009,26.51,61105339,84.56,18034170,141.32,4440729,2594.38,546661707,2.88,2227558,2.3343,1.16,2,4.2,126.2,3.2,72.25,12853126,48.76,5436518,101.35,1831854,53.81,13671702,98.234,101.141,102.883,17.73049645,26.604,27.464,28.07533333,24.60063898,48.781,50.1855,51.11766667,19.73434535,100.528,100.788,101.1383333,54.5691906,54.079,55.642,57.17033333,31.35725429,71.921,73.506,74.07633333,28.20855615
11/9/2017,13.009,14.273,15.254,14.029,97.63,13697785,26.49,95448558,84.27,17939727,139.77,4201853,2590.64,563277225,2.9,5062614,2.3145,1.16,2,4.2,126.2,3.2,72.43,15496589,48.82,6189498,101.39,1408265,54,24438825,98.165,100.726,102.5556667,19.04761905,26.594,27.336,27.96233333,22.72727273,48.757,49.982,50.98766667,22.04408818,100.566,100.792,101.1073333,54.33070866,54.07,55.3765,56.91866667,30.48973144,71.962,73.342,73.97433333,29.93464052
11/8/2017,13.056,14.271,15.314,14.058,97.64,18524671,26.79,83128157,84.47,19860852,139.76,4220666,2591.13,522405559,3.01,1880612,2.3163,1.16,2,4.2,126.2,3.2,72.34,18710614,49.04,8435662,101.42,1781631,54.26,24047114,98.065,100.377,102.216,20.57971014,26.607,27.2365,27.86133333,27.21712538,48.752,49.8165,50.85966667,26.82926829,100.619,100.805,101.0906667,55.26315789,54.09,55.1215,56.67366667,31.03448276,71.97,73.21,73.85833333,31.45604396
11/7/2017,13.702,13.771,15.022,13.964,98.75,18822583,27.18,68342144,84.14,17633543,140.08,2736951,2587.84,588411373,3.04,2415448,2.3325,1.16,2,4.2,126.2,3.2,72.71,17255669,49.39,8823821,101.32,2167700,55.05,18679065,98.047,100.068,101.9696667,35.64356436,26.652,27.1635,27.78466667,42.38410596,48.753,49.7015,50.75566667,38.3908046,100.697,100.8285,101.086,49.86072423,54.143,54.9455,56.504,45.70957096,72.003,73.0735,73.79333333,42.15530903
11/6/2017,8.49,12.702,14.211,13.908,100.78,8121544,27.75,37261039,84.05,23992945,139.93,3494055,2579.85,546676247,3.1,2790071,2.345,1.16,2,4.2,126.2,3.2,73.8,12636568,50.14,4844249,100.76,2410197,56.18,10414893,98.224,99.821,101.7786667,68.53055917,26.753,27.1045,27.728,72.83464567,48.856,49.608,50.66266667,65.40540541,100.781,100.7975,101.041,47.86096257,54.356,54.827,56.36466667,70.01795332,72.178,72.9365,73.76333333,73.67387033
11/3/2017,11.185,12.6,14.133,13.885,101.41,7103513,27.82,37816149,83.18,22307371,139.98,5006771,2579.36,625261403,3.15,1342432,2.3721,1.16,2,4.2,126.2,3.2,74.05,10692579,50.02,5916824,100.87,3919080,56.35,10049173,98.551,99.544,101.5936667,69.48297604,26.873,27.0425,27.67266667,73.56321839,48.988,49.475,50.55533333,62.76595745,100.874,100.8185,101.0016667,48.13829787,54.576,54.775,56.21233333,70.17857143,72.45,72.784,73.70933333,71.54989384
11/2/2017,11.177,12.898,14.112,13.929,101.59,8731788,27.87,59692017,83.18,27086575,139.41,4832136,2575.26,569441686,3.17,1500670,2.3793,1.07,2,4.2,126.2,3.2,74.74,12997496,50.42,7902296,100.94,3064608,56.48,15630001,98.863,99.384,101.442,68.93453145,26.984,27.031,27.63366667,73.35907336,49.17,49.3985,50.466,66.10169492,100.964,100.8155,100.972,50.67385445,54.764,54.789,56.09933333,71.22807018,72.757,72.7455,73.70833333,74.03100775
11/1/2017,12.752,12.896,14.098,13.916,100.92,8418239,27.53,46527703,83.89,31756653,140,6034336,2572.83,645607673,3.16,3193243,2.3684,1.16,2.2,4.3,120.6,3.2,74.03,11361923,49.63,7842936,101.17,3862291,56.21,11678320,99.136,99.204,101.3173333,62.17870257,27.058,26.999,27.59366667,63.98601399,49.323,49.2995,50.36566667,52.69978402,101.097,100.821,100.9286667,58.77437326,55.01,54.776,55.999,65.33575318,72.987,72.672,73.712,64.34782609
10/31/2017,12.794,12.914,14.097,13.917,100.61,8690197,27.39,50311194,83.81,71066729,141.78,5140654,2581.07,563772788,3.12,2232046,2.4064,1.16,2.2,4.3,120.6,3.2,73.5,11733543,50,9282996,101.02,3483325,56.14,14619169,99.47,99.048,101.154,59.52380952,27.173,26.9545,27.54533333,60.86956522,49.485,49.2335,50.25966667,59.40803383,101.13,100.821,100.8963333,67.62820513,55.22,54.749,55.89033333,70.45009785,73.184,72.595,73.65733333,62.18487395
10/30/2017,10.986,12.605,14.029,13.834,101.41,8839456,27.6,51357595,78.76,32120717,141.81,5841067,2560.4,613367112,3.09,1322710,2.4609,1.16,2.2,4.3,120.6,3.2,73.78,10556913,50.46,9020853,100.26,4803561,55.85,12249199,99.825,99.0505,100.9726667,69.62785114,27.293,26.9525,27.488,65.90909091,49.668,49.2365,50.14666667,68.41004184,101.05,100.7675,100.8616667,54.14507772,55.433,54.763,55.741,66.03773585,73.363,72.599,73.57833333,72.2323049
10/27/2017,10.707,12.69,13.987,14.253,101.77,10400446,27.8,58856675,78.63,20410808,142.36,6563580,2557.15,504318897,3.091,1642592,2.4317,1.16,2.2,4.3,120.6,3.2,73.87,11309869,51.16,9261076,102.1,4476912,55.87,17258583,100.251,99.2425,100.8443333,69.73684211,27.422,27.013,27.45,66.56050955,49.908,49.3445,50.093,73.79182156,101.125,100.8265,100.9003333,68.39285714,55.639,54.859,55.641,63.03901437,73.525,72.723,73.51233333,70.91254753
10/26/2017,13.36,13.07,13.982,14.351,101.74,13054361,27.74,55342484,78.86,17517182,141.64,6585767,2569.13,515870002,3.08,1877827,2.4189,1.16,2.2,4.3,120.6,3.2,73.79,13213118,50.77,9715670,101.42,2825554,55.62,15979177,100.662,99.4135,100.7046667,71.8865598,27.547,27.0705,27.40633333,64.98422713,50.103,49.43,50.02233333,75.33206831,101.128,100.847,100.904,62.99342105,55.801,54.9355,55.518,71.8969555,73.661,72.8115,73.44833333,69.50757576
10/25/2017,14.017,13.07,14.543,14.409,101.02,14632741,27.63,81265326,78.83,20627173,143.62,6685964,2564.98,631304971,3.09,2811065,2.3664,1.16,2.2,4.3,120.6,3.2,73.62,17188102,50.53,9645824,101.23,4228168,55.25,17096879,101,99.5325,100.5846667,73.70417193,27.631,27.119,27.368,75.45787546,50.252,49.502,49.96166667,70.55449331,101.109,100.864,100.9063333,54.98154982,55.9,54.995,55.381,63.90804598,73.789,72.8795,73.403,69.9047619
10/24/2017,15.941,13.155,14.683,14.408,100.92,13000801,27.68,90346455,78.81,22866426,142.4,5634523,2575.21,475108277,3.1,3973544,2.3845,1.16,2.2,4.3,120.6,3.2,74.24,15260158,51.07,7849701,100.82,3988545,55.42,18779387,101.217,99.632,100.451,70.61994609,27.681,27.1665,27.336,74.42748092,50.42,49.5865,49.941,72.10144928,101.059,100.878,100.9053333,47.8021978,55.937,55.04,55.276,70.23809524,73.942,72.9725,73.363,70.7948244
10/23/2017,14.809,12.593,14.308,14.23,99.34,9238624,27.16,69607678,77.91,15092758,142.04,9181291,2562.1,426160017,3.07,2018802,2.3178,1.16,2.2,4.3,120.6,3.2,73.53,10821466,50.61,6265815,100.07,3722060,54.91,18102146,101.073,99.6485,100.2383333,60.57803468,27.622,27.1875,27.277,60.72607261,50.467,49.6615,49.89433333,65.81196581,100.99,100.8855,100.8616667,39.18918919,55.81,55.083,55.15466667,61.9047619,73.915,73.0465,73.26266667,60.92150171
10/20/2017,14.78,12.789,14.478,14.263,99.51,15326608,27.17,83764655,77.61,13300701,140.68,6827734,2561.26,443986586,3.1,2114768,2.3465,1.16,2.2,4.3,120.6,3.2,73.53,15634587,50.68,8454470,99.78,3805256,54.92,28407666,100.883,99.717,99.99033333,60.8045977,27.557,27.215,27.214,61.25827815,50.533,49.7605,49.82766667,65.87030717,100.881,100.8775,100.8393333,36.95299838,55.667,55.1215,55.07233333,60.36036036,73.863,73.1565,73.14366667,59.68309859
10/19/2017,13.894,12.887,14.36,14.199,98.11,9133863,26.58,54542694,77.59,16823989,140.79,11717348,2559.36,436332851,3.02,4358074,2.2998,1.16,2.2,4.3,120.6,3.2,72.88,12322700,49.79,10053117,99.28,2742030,53.75,12669710,100.535,99.699,99.76766667,52.32903865,27.428,27.206,27.16333333,46.82779456,50.47,49.82,49.75566667,55.74272588,100.715,100.8395,100.782,33.88554217,55.394,55.079,54.99066667,45.23364486,73.677,73.217,73.056,54.32692308
10/18/2017,13.995,12.95,14.808,14.675,97.99,10158626,26.48,55382456,77.65,12380093,136.12,5120140,2557.64,498032309,3.17,5714613,2.3034,1.16,2.2,4.3,120.6,3.2,73.12,15126734,50.15,12094942,99.08,2892014,53.41,21604023,100.242,99.689,99.55,45.82417582,27.323,27.1905,27.107,38.41059603,50.522,49.9225,49.707,55.81039755,100.506,100.8015,100.716,33.38278932,55.114,55.062,54.88866667,33.26530612,73.586,73.2865,72.97666667,53.35515548
10/17/2017,14.377,14.419,14.805,14.984,97.62,10335687,26.2,48644424,77.49,15335742,136.43,4106625,2553.17,548844607,3.24,6819474,2.273,1.16,2.2,4.3,120.6,3.2,72.19,15743771,49.12,15535036,98.56,2813582,53.19,18614716,99.943,99.7065,99.34633333,28.76344086,27.204,27.1885,27.03766667,21.61172161,50.434,49.9595,49.63366667,42.52199413,100.26,100.695,100.634,33.58208955,54.819,55.0195,54.77233333,12.53132832,73.455,73.3195,72.88166667,36.47058824
10/16/2017,15.627,14.379,14.823,14.973,97.84,12434009,26.24,71927178,77.12,16876538,136.83,5172806,2550.93,486225592,3.18,4693354,2.3177,1.16,2.2,4.3,120.6,3.2,71.77,21169163,48.94,8178930,98.83,3122428,53.8,22802389,99.586,99.7055,99.229,24.60881935,27.068,27.1805,26.991,20.74074074,50.282,49.975,49.585,42.15116279,100.117,100.5835,100.5506667,35.13119534,54.614,55.0235,54.71333333,21.21896163,73.254,73.3085,72.81733333,31.37254902
10/13/2017,10.7,15.532,14.108,14.671,95.86,13190576,25.83,104196860,76.42,15388898,136.65,8269430,2555.24,429347583,3.05,4792072,2.3481,1.16,2.2,4.3,120.6,3.2,72.11,30907260,48.3,7224467,98.33,3247189,53.69,35310028,98.995,99.623,99.16,17.55379388,26.871,27.1465,26.96566667,16.66666667,49.996,49.952,49.56166667,35.11235955,99.74,100.4325,100.4643333,32.09876543,54.396,55.0175,54.70466667,18.36734694,73.078,73.3015,72.84133333,27.20970537
10/12/2017,13.375,15.657,14.368,14.668,95.99,18251616,25.45,71770031,76.29,13944545,133.9,4184588,2550.64,397803021,3.07,5341160,2.3607,1.16,2.2,4.3,120.6,3.2,72.37,40166252,48.59,6915080,98.11,3217806,55.21,15067498,98.42,99.541,99.08233333,20.26537998,26.642,27.0945,26.92766667,16.4516129,49.778,49.9405,49.546,42.14501511,99.409,100.2685,100.3676667,28.98351648,54.355,55.078,54.742,41.16607774,72.936,73.2985,72.853,34.39849624
10/11/2017,12.116,15.439,14.296,14.689,96.84,14283617,25.83,51652304,76.29,11386502,133.45,3751097,2544.73,452348269,3.08,3737200,2.3589,1.16,2.2,4.3,120.6,3.2,74.94,18597884,49.18,5364636,98.19,3124984,55.66,12843107,98.002,99.501,99.02233333,28.65232163,26.462,27.0465,26.9,26.64670659,49.643,49.9475,49.549,44.00584795,99.105,100.107,100.2776667,30.37447989,54.396,55.148,54.79533333,46.02649007,73.068,73.4285,72.94233333,59.7826087
10/10/2017,11.782,15.361,14.268,14.677,97.13,10631527,25.93,46133801,76,13959814,133.22,2469506,2549.33,454529746,3.075,5262139,2.3589,1.16,2.2,4.3,120.6,3.2,75.18,13866584,49.49,5903475,97.74,3293409,55.61,12800536,97.623,99.42,98.96233333,24.27884615,26.287,26.984,26.87333333,24.14860681,49.485,49.9525,49.55266667,42.75037369,98.797,99.928,100.1843333,31.73913043,54.415,55.176,54.83166667,47.93103448,73.162,73.552,73.03566667,59.56284153
10/9/2017,13.643,15.439,14.477,14.707,96.41,7765100,25.85,55172516,75.97,21195261,133.19,3741108,2552.07,436084924,2.96,4682870,2.348,1.16,2.2,4.3,120.6,3.2,75.39,12830818,49.38,6333758,97.83,3382520,55.14,11377035,97.33,99.2015,98.87566667,19.12442396,26.156,26.889,26.84366667,18.64951768,49.362,49.9145,49.56166667,35.40983607,98.573,99.7815,100.1146667,8.54368932,54.438,55.124,54.868,44.16,73.348,73.6315,73.147,60.21505376
